id	word	definition_en	definition_ja	example_en	example_ja	kana	level	grouping	similar_ids
13828	batter	a mixture of flour, eggs, milk, etc., used to make cakes, pancakes, etc.	生地、衣	She poured the batter into the pan to make pancakes.	彼女はパンケーキを作るために生地をフライパンに流し入れた。	かのじょはぱんけーきをつくるためにきじをふらいぱんにながしいれた。	2	4	4171,499,83,1848,13343,9437,10701,696,692,1767
13829	topmost	the highest or uppermost	最も上の、最上部の	The topmost shelf is hard to reach.	一番上の棚は手が届きにくい。	いちばんうえのたなはてがとどきにくい。	2	0	2095,1336,11074,10294,3449,2851,13646,9907,11630,11783
13830	measurable	able to be measured	測定できる、計測可能な	We need to set measurable goals for this project.	このプロジェクトのために測定可能な目標を設定する必要があります。	このぷろじぇくとのためにそくていかのうなもくひょうをせっていするひつようがあります。	2	0	14133,519,10705,7054,12086,8630,6248,13375,14213,6579
13831	unashamedly	in a way that shows no shame or embarrassment	恥ずかしげもなく、堂々と	She unashamedly expressed her opinions.	彼女は恥ずかしげもなく意見を述べた。	かのじょははずかしげもなくいけんをのべた。	2	2	13222,7553,2765,10189,13599,13149,11380,4691,14446,8133
13832	indefinite	not clear, exact, or certain; without fixing in space or time	不明確な、未確定の、期限の定まらない	The meeting has been postponed for an indefinite period.	会議は未定の期間延期された。	かいぎはみていのきかんえんきされた。	2	0	14229,2976,5774,4679,14405,14489,2585,6593,14063,14205
13833	mollusk	an invertebrate animal of a large phylum which includes soft-bodied animals usually with a shell	軟体動物門に属する動物、貝類	The beach was filled with various mollusks like clams and snails.	ビーチにはハマグリやカタツムリなどの軟体動物がたくさんいた。	びーちにははまぐりやかたつむりなどのなんたいどうぶつがたくさんいた。	2	4	13968,1934,207,14202,14486,9360,9531,1152,3494,13937
13834	illegally	in a way that is against the law	違法に、法に反して	They were illegally crossing the border.	彼らは違法に国境を越えていた。	かれらはいほうにこっきょうをこえていた。	2	2	14166,14332,13444,5968,4872,13896,13333,2858,14149,14251
13835	sixteenth	the ordinal number following the fifteenth; one of sixteen equal parts of a whole	第十六（の）、16分の1	Today is the sixteenth of March.	今日は3月16日です。	きょうはさんがついちむいかです。	2	0	9443,9202,13801,9533,9201,9178,9444,9508,9347,9183
13836	spiritually	in a manner relating to the soul or mind; in a spiritual way	精神的に、霊的に	She feels spiritually fulfilled after meditation.	彼女は瞑想の後、精神的に充実感を感じる。	かのじょはめいそうのあと、せいしんてきにじゅうじつかんをかんじる。	2	3	11689,13865,5750,10745,5796,4799,5767,9889,13323,8278
13837	irresponsibly	in a way that shows a lack of responsibility or accountability	無責任に	He acted irresponsibly by ignoring the safety rules.	彼は安全規則を無視して無責任に行動した。	かれはあんぜんきそくをむししてむせきにんにこうどうした。	2	2	5939,14422,3929,14446,13369,14137,13758,13409,13582,14332
13838	supplementary	providing additional help or support	補足の、追加の	The textbook includes supplementary materials for teachers.	教科書には教師向けの補足資料が含まれている。	きょうかしょにはきょうしむけのほそくしりょうがふくまれている。	2	1	8846,6485,8039,8277,10550,11349,9608,10434,10321,5560
13839	unfamiliar	not known or recognized	知らない、馴染みのない	She found the city unfamiliar.	彼女はその街を見慣れなかった。	かのじょはそのまちをみなれなかった。	2	2	10561,4009,13905,12510,8125,8684,10824,12800,14267,10110
13840	aggressiveness	the quality of being aggressive or showing readiness to attack or confront	攻撃性、積極性	His aggressiveness on the field motivated his team.	彼のフィールド上での攻撃性はチームを奮い立たせた。	かれのふぃーるどじょうでのこうげきせいはちーむをふるいたたせた。	2	3	10727,13433,3566,2140,2250,9963,14507,5032,4341,6185
13841	ionize	to convert into ions or to cause an atom or molecule to lose or gain electrons	イオン化する、電離させる	X-rays can ionize gases in the atmosphere.	X線は大気中のガスを電離させることができる。	えっくすせんはたいきちゅうのがすをでんりさせることができる。	2	1	11388,13281,11450,11869,10365,1116,13639,9866,11001,4461
13842	tuneful	melodious or having a pleasant tune	調子良い、旋律的な	The birds sang a tuneful melody in the morning.	鳥たちは朝に調子の良いメロディを歌った。	とりたちはあさにちょうしのよいめろでぃをうたった。	2	3	10253,10310,10968,2383,13359,6527,1229,1165,7195,14279
13843	unfasten	to open or loosen something that is fastened or secured	（留め具などを）外す、緩める	Please unfasten your seatbelt after the plane lands.	飛行機が着陸したらシートベルトを外してください。	ひこうきがちゃくりくしたらしーとべるとをはずしてください。	2	1	7142,1756,202,1248,7125,8900,7724,2348,1797,7852
13844	inconvenience	a mild disturbance or trouble caused to someone	迷惑、不便	Sorry for the inconvenience caused by the delay.	遅延によりご迷惑をおかけして申し訳ありません。	ちえんによりごめいわくをおかけしてもうしわけありません。	2	2	8475,10936,3142,6027,13900,959,13473,2471,12952,4995
13845	shocking	causing severe surprise or disgust	衝撃的な、驚くべき	The news was truly shocking to everyone.	そのニュースは誰にとっても本当に衝撃的でした。	そのにゅーすはだれにとってもほんとうにしょうげきてきでした。	2	2	13212,14438,14319,6178,13437,13743,14479,7782,2322,3110
13846	creamy	having a smooth, rich, and thick texture like cream	クリームのような、クリーミーな	I love how creamy the soup is.	そのスープのクリーミーさが大好きです。	そのすーぷのくりーみーさがだいすきです。	2	3	14449,14185,13821,8329,14539,4292,1043,10900,14096,5456
13847	overweight	having more weight than is healthy or recommended	過体重の、肥満の	She is trying to lose weight because she is overweight.	彼女は肥満なので体重を減らそうとしています。	かのじょはひまんなのでたいじゅうをへらそうとしています。	2	2	11641,2358,3492,554,4844,8132,14075,473,13505,451
13848	hosiery	knitted coverings for legs and feet, such as stockings or tights	靴下、ストッキング類	She bought new hosiery for the winter.	彼女は冬用に新しいストッキングを買いました。	かのじょはふゆようにあたらしいすとっきんぐをかいました。	2	4	203,14003,12227,72,6462,6597,1614,12779,6598,8798
13849	unwise	not showing good judgment; foolish	愚かな、賢明でない	It was unwise to ignore the warning signs.	警告サインを無視するのは愚かでした。	けいこくさいんをむしするのはおろかでした。	2	2	3922,6473,8715,1809,10811,14422,1297,14270,4722,6691
13850	append	to add as a supplementary item or to attach	追加する、付け加える	Please append your signature at the bottom of the form.	書類の一番下に署名を付け加えてください。	しょるいのいちばんしたにしょめいをつけくわえてください。	2	1	12449,11468,7022,7922,12047,9065,10040,9743,2281,8039
13851	magnificence	great beauty, richness, or grandeur	壮麗さ、きらびやかさ	The palace is a symbol of royal magnificence.	その宮殿は王族の壮麗さの象徴です。	そのきゅうでんはおうぞくのそうれいさのしょうちょうです。	2	3	7215,8332,8120,4453,8309,1653,3578,5386,2335,3999
13852	poorer	comparative of 'poor'; having less money or wealth	貧しい者の比較級。お金や富が少ないこと。	He became poorer after losing his job.	彼は仕事を失った後、貧しくなった。	かれはしごとをうしなったあと、まずしくなった。	2	2	4791,1025,8461,347,1883,6835,3085,12175,2525,13609
13853	unattractive	not pleasing to look at; not appealing	魅力的でない、見た目が良くない	The building looked unattractive from the outside.	外から見ると、その建物は魅力的に見えなかった。	そとからみると、そのたてものはみりょくてきにみえなかった。	2	2	684,13580,5339,583,4,7211,6004,6237,14361,2322
13854	predetermine	to decide or establish something in advance	あらかじめ決定する、事前に定める	Their future was predetermined by their circumstances.	彼らの未来は状況によってあらかじめ決まっていた。	かれらのみらいはじょうきょうによってあらかじめきまっていた。	2	1	14070,948,11253,11459,5156,12116,12142,4616,301,2661
13855	gastrointestinal	relating to the stomach and intestines	胃腸に関係する	Gastrointestinal problems can cause discomfort and pain.	胃腸の問題は不快感や痛みを引き起こすことがあります。	いちょうのもんだいはふかいかんやいたみをひきおこすことがあります。	2	3	4869,5313,13368,7017,4758,2289,12252,5648,7191,2373
13856	narrowly	by only a small margin; barely	かろうじて、ぎりぎりの範囲で	She won the race narrowly by a second.	彼女はわずか1秒差でレースに勝った。	かのじょはわずかいちびょうさでれーすにかった。	2	0	1752,4632,11761,10444,7230,2414,4094,3316,11051,1517
13857	chinese	relating to China or its language and culture	中国に関する、または中国の言語と文化に関する	She is learning Chinese to communicate better with her colleagues.	彼女は同僚とより良くコミュニケーションをとるために中国語を学んでいる。	かのじょはどうりょうとよりよくこみゅにけーしょんをとるためにちゅうごくごをまなんでいる。	2	3	9128,6535,12244,9691,9280,3782,6623,9298,10684,14000
13858	cleverness	the quality of being quick to understand, learn, and devise ideas	賢さ、機知に富むこと	His cleverness helped him solve the puzzle quickly.	彼の機知が彼にそのパズルを素早く解くのに役立った。	かれのきちがかれにそのぱずるをすばやくとくのにやくだった。	2	3	648,1761,13059,7577,10351,14407,4658,13492,4323,7586
13859	infrequent	not happening often; rare	頻繁でない、まれな	Rain is infrequent in this desert region.	この砂漠地帯では雨はめったに降らない。	このさばくちたいではあめはめったにふらない。	2	2	13209,846,6084,3699,385,2898,10608,3811,4288,5829
13860	carbonate	a salt or ester of carbonic acid, often used in industry	炭酸塩、炭酸の塩またはエステル、工業でよく使用される	Soda water contains dissolved carbonate compounds.	ソーダ水には溶解した炭酸塩化合物が含まれている。	そーだすいにはようかいしたたんさんえんかごうぶつがふくまれている。	2	4	14521,10135,4523,9136,12964,1108,12480,6769,12571,9991
13861	jewish	relating to Jewish people or their religion and culture	ユダヤ人の、ユダヤ教の	He attended a jewish festival with his friends.	彼は友人と一緒にユダヤ祭りに参加しました。	かれはゆうじんといっしょにゆだやまつりにさんかしました。	2	3	14092,10684,3648,6535,14414,4279,10783,14518,9280,12239
13862	prematurely	earlier than the expected or appropriate time	早くに、早くも	The baby was born prematurely at just six months.	その赤ちゃんはわずか6か月で早産で生まれました。	そのあかちゃんはわずかろくかげつでそうざんでうまれました。	2	0	6168,2014,264,12115,1057,12286,11778,7214,8914,4440
13863	longing	a strong wish or desire for something or someone	熱望、憧れ	She felt a deep longing to visit her homeland again.	彼女は故郷にもう一度行きたいという深い憧れを感じていた。	かのじょはこきょうにもういちどいきたいというふかいあこがれをかんじていた。	2	3	889,3585,9944,4359,12334,1880,1223,1007,4161,3672
13864	joyfulness	the state of being very happy or full of joy	喜びに満ちていること	The children’s faces were full of joyfulness during the celebration.	お祝いの間、子供たちの顔は喜びに満ちていました。	おいわいのあいだ、こどもたちのかおはよろこびにみちていました。	2	3	7345,2934,7616,1385,9253,10384,8477,3688,3539,23
13865	intellectually	in a way that relates to the intellect or mental capacity	知的に、理性的に	She is intellectually curious and always eager to learn new things.	彼女は知的好奇心が旺盛で、常に新しいことを学びたがっています。	かのじょはちてきこうきしんがおうせいで、つねにあたらしいことをまなびたがっています。	2	3	10539,9889,5279,13323,13836,10745,5796,10113,14204,8278
13866	uncommunicative	not willing to share thoughts or feelings easily	口数の少ない、無口な	He is quite uncommunicative about his plans.	彼は自分の計画についてあまり話さない。	かれはじぶんのけいかくについてあまりはなさない。	2	2	3404,14002,3406,14483,2311,4135,3957,13111,11066,5833
13867	coexist	to exist together peacefully or harmoniously	共存する、一緒に存在する	Different cultures can coexist peacefully in a multicultural society.	多文化社会ではさまざまな文化が平和に共存できる。	たぶんかしゃかいではさまざまなぶんかがへいわにきょうぞんできる。	2	1	12881,4248,12219,12581,11420,5066,1718,5327,1128,2589
13868	inhibits	to prevent or hold back something or someone	妨げる、抑制する	Fear often inhibits people from trying new things.	恐怖はしばしば人々が新しいことに挑戦するのを妨げる。	きょうふはしばしばひとびとがあたらしいことにちょうせんするのをさまたげる。	2	1	7247,4846,12300,4135,4485,14460,3587,8426,3350,5316
13869	sideways	Moving or pointing to the side; in a horizontal direction.	横に、横向きに	She looked at him sideways to avoid eye contact.	彼女は視線を合わせないように横向きに彼を見た。	かのじょはしせんをあわせないようによこむきにかれをみた。	2	0	12772,10283,2810,268,12844,2128,12796,4170,3850,1607
13870	undergrowth	Dense bushes, shrubs, and small trees growing beneath taller trees in a forest.	下草、生垣、森林の下層に生える低木・低木林	The hikers pushed through the thick undergrowth.	ハイカーたちは濃い下草を突き進んだ。	はいかーたちはこいしたくさをつきすすんだ。	2	4	1028,1657,14160,9287,7167,13525,4956,3977,6217,7951
13871	camping	The activity of staying outside in a tent or camper, usually for recreation.	キャンプ、野外宿泊	We went camping in the mountains last weekend.	先週末、私たちは山でキャンプをした。	せんしゅうまつ、わたしたちはやまできゃんぷをした。	2	4	1994,10633,1142,11131,3393,1100,11621,12722,9261,9998
13872	terrify	To cause someone to feel extreme fear.	怖がらせる、ひどく怖がらせる	The loud noise terrified the children.	その大きな音が子供たちを怖がらせた。	そのおおきなおとがこどもたちをこわがらせた。	2	2	5977,12927,6411,9628,1790,8764,1046,1439,5976,3757
13873	degrade	To lower in quality, value, or dignity.	価値や品位を下げる、劣化させる	Pollution can degrade the environment.	汚染は環境を劣化させることがある。	おせんはかんきょうをれっかさせることがある。	2	2	5462,2370,12175,14492,6928,8129,8929,4634,4184,5107
13874	belly	The front part of the human body below the chest, containing the stomach.	腹部、お腹	He has a rumbling belly after eating too much.	彼は食べ過ぎてお腹がゴロゴロ鳴った。	かれはたべすぎておなかがごろごろなった。	2	4	10506,5025,1168,7017,5051,1726,13,13441,1805,13319
13875	colorless	Lacking color; clear or transparent.	無色の、透明な	The water in the glass was completely colorless.	グラスの中の水は完全に無色だった。	ぐらすのなかのみずはかんぜんにむしょくだった。	2	2	11287,355,8157,7065,7001,4148,14458,3605,10163,13123
13876	bombardment	A continuous attack with bombs, artillery, or other missiles.	砲撃、爆撃	The city suffered heavy bombardment during the war.	戦争中、その都市は激しい砲撃を受けた。	せんそうちゅう、そのとしははげしいほうげきをうけた。	2	4	5487,5594,12087,7315,5609,2990,5396,2736,2778,7955
13877	hyperlink	a clickable link that connects to another document or location on the internet	クリック可能なリンクで、別の文書やインターネット上の場所に接続するもの	You can find more information by clicking this hyperlink.	このハイパーリンクをクリックすると、詳細な情報が見つかります。	このはいぱーりんくをくりっくすると、しょうさいなじょうほうがみつかります。	2	4	6300,9569,1944,1791,1768,9763,14184,12923,4412,12752
13878	desertion	the act of abandoning or leaving a place or person, often in a difficult situation	場所や人を見捨てて離れる行為、特に困難な状況での見捨て	His desertion from the army was considered a serious offense.	彼の軍からの略奪は重大な犯罪とみなされました。	かれのぐんからのりゃくだつはじゅうだいなはんざいとみなされました。	2	2	4053,4051,10012,5488,5706,7218,11874,8053,6810,8876
13879	indiscriminate	done at random, without careful judgment or selectivity	無差別に、慎重な判断や選択無しに行われること	The factory's indiscriminate dumping of waste harmed the environment.	工場の無差別な廃棄物投棄は環境を害しました。	こうじょうのむさべつなはいきぶつとうきはかんきょうをがいしました。	2	0	12904,6949,5645,2550,10711,1565,11615,2907,13369,12351
13880	motorcycle	a two-wheeled vehicle powered by an engine	エンジンで動く二輪車	He enjoys riding his motorcycle on weekends.	彼は週末にバイクに乗るのを楽しんでいます。	かれはしゅうまつにばいくにのるのをたのしんでいます。	2	4	9087,973,9550,741,9,10055,1003,11157,1101,9476
13881	groove	a long, narrow cut or depression, often in a surface	長くて狭い溝またはくぼみ、表面にあることが多い	The record has a groove that holds the music.	レコードには音楽を保持する溝があります。	れこーどにはおんがくをほじするみぞがあります。	2	4	3070,5135,6234,4544,10244,983,3262,2613,12131,702
13882	fearlessness	the trait of being brave and not afraid	勇敢で恐れない性質	Her fearlessness in the face of danger inspired others.	彼女の危険に直面した恐れ知らずさは、他の人にインスピレーションを与えました。	かのじょのきけんにちょくめんしたおそれしらずさは、たのひとにいんすぴれーしょんをあたえました。	2	3	14115,286,1550,3589,8331,2427,7036,952,10341,8835
13883	admittance	the permission or right to enter a place	場所に入る許可または権利	Please show your ticket for admittance.	入場のためにチケットを見せてください。	にゅうじょうのためにちけっとをみせてください。	2	4	9823,12455,1416,12682,7258,13988,12437,5690,12447,957
13884	punishable	capable of being punished or penalized by law or rules	法律や規則によって罰せられる可能性がある	Stealing is punishable by law.	窃盗は法律で罰せられる行為です。	せっとうはほうりつでばっせられるこういです。	2	3	6349,6619,4019,14381,13004,6855,14549,10749,5412,2945
13885	yellowish	having a slight yellow color	わずかに黄色い色をしている	The leaves turned yellowish in the autumn.	秋になると葉は黄色みがかってきました。	あきになるとははきいろみがかってきました。	2	3	14346,4289,14239,355,7202,4899,549,2862,13138,731
13886	cube	a solid object with six equal square faces	正方体、立方体	The box is shaped like a perfect cube.	その箱は完全な立方体の形をしている。	そのばこはかんぜんなりっぽうたいのかたちをしている。	2	4	7661,12524,2442,1213,4298,13790,13729,11698,600,13959
13887	shipwreck	the wreckage of a ship that has sunk	難破船、沈没船	They explored the remnants of the ancient shipwreck.	彼らは古い難破船の残骸を調査した。	かれらはふるいなんぱせんのざんがいをちょうさした。	2	4	5291,8084,8038,4555,9169,2049,2549,10939,4706,1793
13888	tenacity	the quality of being very determined and not giving up easily	粘り強さ、しつこさ	Her tenacity helped her succeed against all odds.	彼女の粘り強さが逆境を乗り越える助けとなった。	かのじょのねばりづよさがぎゃっきょうをのりこえるたすけとなった。	2	3	13235,6294,10723,7452,3961,14062,6357,9205,3845,13516
13889	massage	the act of rubbing and pressing parts of the body to relax muscles	マッサージ、揉みほぐし	He booked a massage to relieve his tension.	彼は緊張を緩めるためにマッサージを予約した。	かれはきんちょうをゆるめるためにまっさーじをよやくした。	2	4	6476,993,4550,3271,1190,4177,6774,8196,2449,334
13890	antibody	a protein produced by the immune system to fight infection	抗体	The vaccine stimulates the production of antibodies.	ワクチンは抗体の生成を促進する。	わくちんはこうたいのせいせいをそくしんする。	2	4	3163,4304,11942,9972,11864,6940,8058,2189,5519,10642
13891	Virginia	a state in the southeastern United States	バージニア州（アメリカ合衆国の州名）	She visited Virginia last summer.	彼女は去年の夏にバージニア州を訪れた。	かのじょはきょねんのなつにばーじにあしゅうをおとずれた。	2	4	9354,9343,9687,10458,9246,9462,9070,14298,9688,9561
13892	overhang	a part of something that extends over, above, or beyond the edge of something else	突き出し、突出	The balcony overhangs the street below.	バルコニーが下の通りに突出している。	ばるこにーがしたのとおりにとっしゅつしている。	2	0	7490,13571,12090,2387,193,6505,6119,662,11077,12280
13893	untidily	in a messy or disorderly manner	乱雑に、散らかして	He left his room untidily after studying.	彼は勉強した後、部屋を乱雑にしておいた。	かれはべんきょうしたあと、へやをらんざつにしておいた。	2	2	6949,13229,7148,14153,4024,3077,2819,8063,7474,8731
13894	unsuspected	not suspected or imagined; unexpected	疑われていない、予期しない	He was an unsuspected hero who saved the day.	彼は予想外のヒーローで、その日を救った。	かれはよそうがいのひーろーで、そのひをすくった。	2	2	14267,10110,10120,736,5766,9690,12841,8656,5869,12510
13895	garment	an article of clothing	衣服、服	She bought a beautiful garment for the wedding.	彼女は結婚式のために美しい衣服を買いました。	かのじょはけっこんしきのためにうつくしいいふくをかいました。	2	4	6597,10209,2702,14395,10859,624,2200,13585,1124,12779
13896	abnormally	in a manner that is not normal or usual	異常に、不正常に	The temperature was abnormally high for this time of year.	この時期にしては異常に高い気温でした。	このじきにしてはいじょうにたかいきおんでした。	2	2	11427,13444,14212,3432,7824,13574,10407,13640,14157,5312
13897	choreography	the art or practice of designing dance movements and arranging dances	振付、ダンスの動きの設計と配置	The choreography was breathtaking and required hours of practice.	その振付は息をのむほど素晴らしく、何時間も練習が必要でした。	そのふりつけはいきをのむほどすばらしく、なんじかんもれんしゅうがひつようでした。	2	4	5529,12681,9151,13055,3830,2047,10923,13164,490,8620
13898	paycheck	a paycheck is a paycheck; a check given to an employee as salary	給料、小切手	He was excited to receive his paycheck after a long week.	長い一週間の後、彼は給料を受け取って喜びました。	ながいいちしゅうかんのあと、かれはきゅうりょうをうけとってよろこびました。	2	4	3461,822,1903,1702,9576,11775,3694,494,9888,7599
13899	banknote	a piece of paper money issued by a bank	紙幣、銀行発行の紙幣	He paid for the groceries with a fifty-dollar banknote.	彼は50ドル紙幣で食料品の支払いをしました。	かれはごれいどるしへいでしょくりょうひんのしはらいをしました。	2	4	1129,2197,10326,3512,10207,3798,148,8025,13994,626
13900	bothersome	causing annoyance or trouble	迷惑な、面倒な	The loud noise was bothersome to everyone in the office.	その騒音はオフィスの皆にとって迷惑でした。	そのそうおんはおふぃすのみなにとってめいわくでした。	2	2	13473,6964,5879,10903,959,6027,14217,14154,13470,5038
13901	grater	a kitchen tool used for shredding foods like cheese or vegetables	すりおろし器、チーズや野菜などを擦るための工具	She used a cheese grater to prepare the toppings for the pizza.	彼女はピザのトッピングを準備するためにチーズおろし器を使いました。	かのじょはぴざのとっぴんぐをじゅんびするためにちーずおろしきをつかいました。	2	4	8617,3344,2020,13170,2812,14314,425,135,13208,8634
13902	embody	to represent or express something in a tangible form	具体化する、体現する	She is the embodiment of kindness and compassion.	彼女は親切さと思いやりの体現です。	かのじょはしんせつさとおもいやりのたいげんです。	2	1	7336,13195,6867,14140,10554,6514,11460,9271,14089,12323
13903	mash	to crush or turn something into a soft, pulpy mass	つぶす、つぶしてペースト状にする	Please mash the potatoes before adding the butter.	バターを加える前にジャガイモをつぶしてください。	ばたーをくわえるまえにじゃがいもをつぶしてください。	1	1	7846,3129,285,4760,3709,8617,8487,8722,13550,3862
13904	illuminate	to light up or make clear	照らす、明らかにする	The streetlights illuminate the road at night.	街灯が夜道を照らしています。	がいとうがよみちをてらしています。	2	1	14195,2760,467,7217,2255,8318,1842,2113,14242,3815
13905	unnoticed	not noticed or observed	気づかれない、注目されない	The small details often go unnoticed.	小さな詳細はしばしば気づかれません。	ちいさなしょうさいはしばしばきづかれません。	2	2	8684,7578,12603,4812,13839,10561,10744,14267,10110,5864
13906	rubbery	having the consistency or quality of rubber	ゴムのような弾力のある	This meat is quite rubbery and difficult to chew.	この肉はかなり弾力があって噛みづらいです。	このにくはかなりだんりょくがあってかみづらいです。	2	3	14449,4214,3978,14030,657,13620,13846,5930,4584,6638
13907	recline	to lie back or lean backward	背もたれに寄りかかる、倒れる	She likes to recline on her chair and read.	彼女は椅子に寄りかかって本を読むのが好きです。	かのじょはいすによりかかってほんをよむのがすきです。	2	1	8217,2521,4817,4274,11412,5053,3026,8824,4484,4037
13908	dishonesty	the act of being untruthful or deceitful	不誠実、だまし行為	His dishonesty damaged his reputation.	彼の不誠実さが彼の評判を傷つけました。	かれのふせいじつさがかれのひょうばんをきずつけました。	2	2	14530,697,5507,7819,13151,8472,569,4820,13396,13214
13909	prehistoric	belonging to a time before written history	史前の、歴史記録前の	Ancient cave paintings are often prehistoric.	古代の洞窟絵画はしばしば史前のものです。	こだいのどうくつかいがはしばしばしまえのものです。	2	0	14029,13024,13416,11679,328,9599,3329,9809,12488,7461
13910	selfless	concerned more with others' needs than your own	利他的な、自己犠牲的な	Her selfless actions earned her admiration.	彼女の利他的な行動は称賛を集めました。	かのじょのりたてきなこうどうはしょうさんをあつめました。	2	3	6770,5600,7332,10780,733,6054,10233,10940,14002,8896
13911	goodwill	friendly or helpful feelings towards others	好意、親切さ	The company's new policy aims to enhance goodwill among employees.	その会社の新しい方針は従業員間の好意を高めることを目的としています。	そのかいしゃのあたらしいほうしんはじゅうぎょういんかんのこういをたかめることをもくてきとしています。	2	3	99,1859,1817,4361,13326,14240,6025,4693,2589,12789
13912	colon	a punctuation mark (:) used to precede a list or explanation	コロン（:）、リストや説明の前に使う記号	Please note the items: pens, paper, and notebooks.	次の項目に注意してください：ペン、紙、ノートです。	つぎのこうもくにちゅういしてくださいきごうぺん、かみ、のーとです。	2	0	10523,12947,11652,5675,7643,13006,11767,7561,2605,7274
13913	belove	an archaic or poetic form of 'beloved', meaning dearly loved	愛されている、最愛の	He spoke of his belove with great affection.	彼は最愛の人について大きな愛情を持って語った。	かれはさいあいのひとについておおきなあいじょうをもってかたった。	2	3	10325,679,13537,12619,881,10754,10818,8286,4676,5800
13914	canter	a moderate, effortless gait of a horse between a trot and a gallop	馬の穏やかな駆け方、駆け足で進む（キャンター）	The horse broke into a smooth canter across the field.	馬はのどかにフィールドを駆け足で進む。	うまはのどかにふぃーるどをかけあしですすむ。	2	4	4133,10272,10849,1496,5935,1749,7530,7421,8801,11224
13915	unbelievably	in a way that is difficult to believe; incredibly	信じられないほど、信じ難く	The view from the top of the mountain was unbelievably stunning.	山頂からの景色は信じられないほど見事だった。	さんちょうからのけしきはしんじられないほどみごとだった。	2	2	3643,7889,6049,4581,4343,5288,13957,13417,1232,10120
13916	origami	the Japanese art of paper folding to create decorative shapes and figures	折り紙、日本の折り紙芸術	She learned how to make a crane using origami.	彼女は折り紙で鶴を折る方法を学んだ。	かのじょはおりがみでつるをおるほうほうをまなんだ。	2	4	9074,9372,3193,9314,2689,13741,86,10808,9106,7933
13917	ketchup	a thick American condiment made from tomatoes, used on various foods	ケチャップ、トマトベースの調味料	He ordered fries with extra ketchup.	彼はフライドポテトにたっぷりとケチャップをつけて食べた。	かれはふらいどぽてとにたっぷりとけちゃっぷをつけてたべた。	2	4	13338,4615,9562,13608,13987,382,10302,1449,13631,12442
13918	pimple	a small raised spot on the skin filled with pus, often caused by acne	にきび、吹き出物	She squeezed a pimple on her chin carefully.	彼女は顎のにきびを慎重に絞った。	かのじょはあごのにきびをしんちょうにしぼった。	2	4	13159,7664,2513,10594,3004,123,13267,14141,4678,5200
13919	spiteful	having or showing a desire to harm, anger, or defeat someone	悪意に満ちた、意地悪な	His spiteful comments hurt her feelings.	彼の意地悪なコメントは彼女の気持ちを傷つけた。	かれのいじわるなこめんとはかのじょのきもちをきずつけた。	2	2	3515,1136,2855,8404,11613,13716,2140,906,1004,795
13920	cleanse	to make something clean or pure by removing dirt, impurities, or wrongdoings	清める、浄化する	The skincare product is designed to cleanse your face thoroughly.	そのスキンケア製品は顔を徹底的に清潔にするために作られています。	そのすきんけあせいひんはかおをてっていてきにせいけつにするためにつくられています。	2	1	4503,14406,4226,5480,400,14322,10879,7983,13127,3463
13921	sleeve	the part of a piece of clothing that covers the arm	袖	He rolled up his sleeves before starting to work.	彼は仕事を始める前に袖をまくった。	かれはしごとをはじめるまえにそでをまくった。	2	4	1765,14395,2200,4349,6597,1124,432,6513,515,6462
13922	laziness	the quality of being unwilling to work or put in effort	怠惰さ、だらしなさ	His laziness prevented him from finishing his homework on time.	彼の怠惰さが宿題を時間内に終わらせるのを妨げた。	かれのたいださがしゅくだいをじかんないにおわらせるのをさまたげた。	2	2	996,11066,14459,5833,7817,14137,5834,13269,7778,13888
13923	ethic	a set of moral principles that guide behavior	倫理、倫理観	He follows a strict work ethic and always meets his deadlines.	彼は厳格な労働倫理に従い、常に期限を守ります。	かれはげんかくなろうどうりんりにしたがい、つねにきげんをまもります。	2	3	3945,7280,482,513,12661,4142,9787,13150,7570,4928
13924	metaphorically	in a way that uses metaphor; symbolically rather than literally	比喩的に、象徴的に	He is metaphorically a lion on the field, brave and fierce.	彼は比喩的に言えば、フィールドの中のライオンだ。	かれはひゆてきにいえば、ふぃーるどのなかのらいおんだ。	2	0	13992,13434,14432,3841,11460,13654,13109,13751,13037,4240
13925	mouthwash	a liquid product used to rinse the mouth for fresh breath and oral hygiene	マウスウォッシュ、洗口液	He rinsed his mouth with mouthwash after brushing his teeth.	彼は歯を磨いた後、洗口液でうがいした。	かれははをみがいたあと、せんこうえきでうがいした。	1	4	8273,9517,2498,9446,4261,7049,8711,1449,305,3286
13926	displeasure	a feeling of dissatisfaction or annoyance	不満、不快感	She expressed her displeasure with the decision.	彼女はその決定に対して不満を表した。	かのじょはそのけっていにたいしてふまんをあらわした。	2	2	713,1893,6045,2472,631,4326,2580,13633,7068,906
13927	disbelief	the inability or refusal to believe something	信じられなさ、疑い	He looked at the strange sight with disbelief.	彼はその奇妙な光景を信じられないといった表情で見つめた。	かれはそのきみょうなこうけいをしんじられないといったひょうじょうでみつめた。	2	2	7285,414,9936,14231,14459,5207,10451,7089,2936,13357
13928	impatiently	in a manner showing a lack of patience	せっかちに、我慢できずに	She tapped her fingers impatiently while waiting.	彼女は待ちながらせっかちに指を叩いていた。	かのじょはまちながらせっかちにゆびをたたいていた。	2	2	14446,8312,3822,14137,13436,13496,6651,13758,14186,13145
